OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
2225fc640235e2d14a9cbd152d4a080c,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella_termitidis
2228e3d2360a8f3c1b4a79892916d185,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,uncultured_Ruminococcaceae
223027e0b086b01b35b3d3d3c3d684bf,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_bacterium
22328b9fdc79cb174d563a40dbfa7488,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,uncultured_Planctomycetales
2232c603df33ce6e55b217cd8aea488f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
22362c60289841f14450a394ccf87c13,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,unassigned
223637d60fa94d84314336d20669da5c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Flavobacteriaceae_bacterium
22363c7de870194320b7d957604262f0,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_Chloroflexi
2236cc7cbfa9bcc5854c7c0fbf1ee76a,Bacteria,Proteobacteria,Alphaproteobacteria,unassigned,unassigned,unassigned,unassigned
2237b4084bd34860000e206e6b8a3c12,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,unassigned
223919fbadcd367ef0c8f347eec0ce9d,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
223adaa9e766a4d542a36c4383693589,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,uncultured,unassigned
223d3b379f1daa95c4a5360c7229d0fa,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_Rikenellaceae
223dc76cfd6841933681d1a3c48a859e,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,unassigned
2244363dca1164b30f3a33a88694b1e8,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
22488380a7d549aef940ec5a6dc2621f,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella,Fonticella_tunisiensis
224c63817393736fb95ca157a1dd017f,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,unassigned
224d216616a2006af1156eb4f55283d7,Bacteria,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned
22521c345c0afa0ba2b98a5f9e31a9d4,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,planctomycete_MS3057
2255944b0cbc68629bce15dfcfb73959,Bacteria,Proteobacteria,Alphaproteobacteria,unassigned,unassigned,unassigned,unassigned
2255ce69bc98c1cdf0e8c10740dd0efd,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Dictyopteris_undulata
225ff9e03ba0b44353dc329b2e0e48a9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unassigned
2262699ea0db7d8396845f260355450e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
2263c863cb6131bc98cc045067e983a1,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,unassigned
22654e128064e324c92238d205da57e7,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter_nonamiensis
22655a31087b1d2267dc98214cb3f26d,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
226c4ccc1330c57a91e6347a4fbbf165,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
226ce9d425bb64630c6fa23d91a56c56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,unassigned,unassigned
227304dc4337a9b61525c1cfcc517fff,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
2273a1a3716f742e5c8842d94a8fd5f4,Bacteria,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned
22757c063d1c1dcf66568a06bc4fc272,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,unassigned,unassigned
2275d6bef10c9ec40d754c3efaedc40f,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,unassigned
2277d14f1ac9d4b05af35c8676f4d6d1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Riquetophycus_sp.
2279d417759841cf228b8418717db11a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Ceramium_japonicum
227b032c214fead81dae1679c580e993,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,unassigned,unassigned
227b6d169d1c70cb0d6b488779a7db3c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unassigned
227cfd85667424f3e086c2e3e4c624f2,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unassigned,unassigned
227d205df4b78ff2589a31a5f8b4e26a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured,uncultured_rumen
2283889ba78a1a364934808def9da5e1,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,unassigned,unassigned,unassigned
22853d81b129eadda69e2de7a959da10,Bacteria,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned
22859d056aec6f3d90c21ff3fe7fe777,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Bacteroidetes
228af70698b3aa01dbc1ef8b95f9b68f,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_Verrucomicrobia
228bf02954fe07e6593af3896ee581bc,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
228c2c01f8284527c49ce2a77889516f,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Flexibacteraceae
228fa785a2a04be9efd31114b8089853,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Crocosphaera,Crocosphaera_watsonii
2290c24c04141dfe102d142676b5d1e8,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,unassigned
2291c6d1dacb475f74f38acbe0d46c4d,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured_organism
22924a52e7e861e8265dcb53f46daa83,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,unassigned
2296164c7d04b755e6c0cf14a2b916e1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Riquetophycus_sp.
229838d24ecc43855e18bdf6004d68db,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured,uncultured_bacterium
22998c3bfc9c0298ab3fe7656f70185d,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,unassigned,unassigned
229a2774008c1c2b2b7bf589dbf693ac,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Arthrospira_PCC-7345,unassigned
229adac344aa6cd7d3af713cde444a64,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured,uncultured_bacterium
22a09bdd9f8f81ea0758fc3f895b282d,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
22a1b1aeacca4b7e9938996b0a1303e7,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,unassigned
22a1e1362212669f5a2742da17e56c11,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,unassigned
22a5de6388bb82d6bdd0e16d5bb91789,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
22a5f7df03fe48aca537963977a156c8,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,unassigned,unassigned
22ada92c6d2211235f8dc20f1186ea07,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,unassigned
22ae26b9fe015fa93a2846a377e36faf,Bacteria,Proteobacteria,Alphaproteobacteria,unassigned,unassigned,unassigned,unassigned
22b5da3c9abbf559a857984617cbcc98,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,unassigned
22b621b8e92148942d1c771c3c3d1088,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,bacterium_WH5-6
22b6b75f2e21866433de2709ea10461d,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,uncultured_Acidobacteria
22b6c2eb7c113de7075454597f4260ac,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio,uncultured_bacterium
22bd8b70f3992132689abc5ba1008371,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,Flammeovirgaceae_bacterium
22c0b70a248084778c980a8cc2a0cd79,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unassigned,unassigned
22c22c5e43252d42533d30865f204ad6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,unassigned,unassigned
22c45333934e371db34165a785cf5419,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,unassigned
22c5c49dafdc572c27cce2c7631eebd4,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Polysiphonia_scopulorum
22c7130358588418e5ce7b2df85172c4,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Plasticicumulans,uncultured_bacterium
22c73151fdd71a2a108ba2b5542f3ecc,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,uncultured_Verrucomicrobia
22c74947968825f56862ef185fb5089e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Riquetophycus_sp.
22ceffebc1219b8ea29e2df31b630113,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Turbinaria_ornata
22d14beb9078a5ba18d988cc4a95d176,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,jellyfish_metagenome
22d6727abdf7a0e4e5ccac7ecd37eebb,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,unassigned,unassigned
22d9556d7ebe76d53863d712042c0d9b,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,unassigned
22d9836c2c1e98b624b872ee0c88e112,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
22d99b41d66c653a453f45b2d28b3d21,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,uncultured_bacterium
22de55f3ae67170bae860b2e33d0413b,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,uncultured_bacterium
22e461002718ef1f733e6d55312d5637,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,unassigned
22e50c23d8ad5588d26c251fe90f7207,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,unassigned
22e51e762fcfd1d5629ef8a1b737c7bf,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales,uncultured_bacterium
22e673fb891c226964584ebd4226ee16,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,unassigned
22e780553837330af471bd3f04d42f27,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Flexibacteraceae
22e8bab9cd830f52e3dad8ff27233c60,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,metagenome
22e8e7d373e2fc4ebf15074e8b8be44d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
22eb6fd7a232f6f91b3e78f7532464c4,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,unassigned,unassigned
22ef722b128ab03cd96604f2db5b5fcb,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,unassigned,unassigned
22f4df9860190527da732d519635e1a8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,unassigned
22f5895da51bfb17b866a31cdd2c9010,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,uncultured_Planctomycetaceae
22f91e7ec5c58d8135cd84cdfdb374f1,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
22fbff2aae25e99c24298a728015dbd4,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Cyanobacterium_CLg1,unassigned
22fe46a2688675a468899d5d7111de4f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
230351338303bf57fad6d63c9b7c44a8,Bacteria,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned
230fd018d757c456533f85ecb52cc9df,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unassigned
231380a976582d9d0ba2317a9c8af32f,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_Verrucomicrobia
2317d17fbe6854e396248516728ce730,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,unassigned
231a19c04189fc0c28df9af95b993c73,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured_planctomycete
231ba26fd5f10d3fc639cc8f5ddf80d6,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
231f3ae9827f3a0f97413564a7a5f9d5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured_bacterium
2320cbab3f888b95ee1dde9f40599fe5,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
23212d1bd92a46a85ccecfd504c1f4be,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Flexibacteraceae
23249ebfab59e2bf9cebaa366a400c42,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unassigned,unassigned
23292006f0ff28a87e73505b19fc1705,Bacteria,Firmicutes,Clostridia,Oscillospirales,unassigned,unassigned,unassigned
2329d7b4b04e191b91988cde24b0986f,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae,uncultured_organism
232c8090126c8243c4c1ad58171d6cbf,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Lotharella_oceanica
232f10dc0f5dd2916dbd7b140683bf07,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,unassigned
2331f336c18c9d07905718cd88d20b38,Bacteria,Bacteroidota,Bacteroidia,unassigned,unassigned,unassigned,unassigned
2336124e653ae9fa4dfa0ef1250e60c0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unidentified_microorganism
2336625029172b3c64a4a82f6e1717b8,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesia,unassigned
2337bfe8a506eb4c9aeea4964dcc4255,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,unassigned
233bef86658440b394f51e6ccefbf6cd,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,unassigned
233e94b5e4a7e31fc6854d9a86295eec,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,unassigned
23430a35a6553c86e6c19e61dd63f48e,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Phaeocystidibacter,uncultured_marine
2343cb1261f5a94edca44f787922a4c4,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,planctomycete_MS3057
2346b1bd6954f86c05e3d947d96adddd,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Riquetophycus_sp.
234b5aad7e9e8f232cdc5df2474f2602,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Cyanobacterium_CLg1,unassigned
234b9a7dc1b538c1656450f5289b8594,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_deep-sea
234b9e47c7970a51c111c770b0c8a1a0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
234efef7f35940d6f9206ec0ab3dc541,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae,uncultured_bacterium
2353c0226a2d400ca326bfa88b8b5d67,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
235ca0c9fa3d40aa8d558b54280471df,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,unassigned
235ef4a2fb912d1867df16a4b195a24e,Bacteria,Proteobacteria,Alphaproteobacteria,unassigned,unassigned,unassigned,unassigned
2364ba444e922b3baff69c4d19f35d5b,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Chroococcus_HUW_799,Chroococcus_turgidus
236775047719d87574061d5dcb17306b,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae,uncultured_organism
236867d7b832bb39ac694c3d37b1de30,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,unassigned
236c3fe061246b0b097a43f5b734f7d8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,unassigned
236c87666f68ad2030bda643fa13c931,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Clostridium_tarantellae
236d301f291fd88747b2676dd0ea9980,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Bacillus_bogoriensis
236d7923c50cb489a2b15beea45d5084,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unassigned
236df8f171125d8604b773bc25c8d7aa,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
2371af98f6d3cbe2b4ec6c48fe84590b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,Persicirhabdus_sediminis
2373ed5d470d853f29965d5b2d5b0bd0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,unassigned
237540c8ae04c4d83c441aca0aa1b6a4,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Apicomplexa_sp.
237563267206bd63efb60f0dfc40618b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea_sp.
237c38607f57967e01cd03a55c64bacc,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_bacterium
23844ee7c4e13fd86b69b3254039e590,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,uncultured,uncultured_bacterium
2385126f075554b9d5002f061b2efa0f,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_Bacteroidetes/Chlorobi
2388e685ec3707695d55d311d295f42d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,unassigned
2388e93f43cb3109bfbaac90167deca3,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Chroococcus_HUW_799,unassigned
238a335914eb9099cd9d175f43e49466,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,unassigned
238a337968d886b135ea4400ba83aa04,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unassigned
238bc0250e6a290bf8d96f726eb87237,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Methylobacterium_jeotgali
238d45e12a3735944638313a87c8a15a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,unassigned
23948bae2daa7fe18a25b816f6fa0d7d,Bacteria,Proteobacteria,Alphaproteobacteria,unassigned,unassigned,unassigned,unassigned
2395de3b6fab76bebdc8039e7c407bf8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,unassigned
239a6a09413d74aedf9cf8dd4b257d67,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidium_MBIC10003,uncultured_bacterium
239cc7276fa9a4300ddd101509dc09fb,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,actinobacterium_A15
239d28bda1aa505b13a3255c09865b5f,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Tetraselmis_sp.
23a03fc316da99dd9370b4cd26446642,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured_planctomycete
23a26ec936eef4e2aae94d75cf8896b8,Bacteria,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned
23a3742029d4de5da464fdcaf6634b0e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
23a882f3ed683d7a3d50388de41fd379,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,unassigned
23a91019faa502d19ea0c0a0e3b4b7d7,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,unassigned
23b15f2ce5f2ae7502278b928dc259be,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
23b46b01d63e845705b759a9d0d0653c,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_Flammeovirgaceae
23b69d6e0368495bbb49c84dfa939eeb,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium,uncultured_Gram-positive
23b8bba4aad7abc3d7e5fca324343df3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium
23bc9fee46634315b86752cdbd5dbc92,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,unassigned,unassigned
23c0b1e7b389dc6211bfa5daf5912444,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,unassigned
23c1130a39c52230f7809e9c0ab23b5a,Bacteria,Firmicutes,Bacilli,unassigned,unassigned,unassigned,unassigned
23c3269e64c62a2a99627ba3fbb78253,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,uncultured_bacterium
23cb6024a0a959bc2e3d6e9bbe6ef4bc,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Synarthrophyton_chejuense
23cc9de2bfe96cec84eccc6296906765,Bacteria,Firmicutes,Bacilli,unassigned,unassigned,unassigned,unassigned
23ccb3cd045151ea0234cceaf04fc17f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,uncultured_Eubacterium
23d45cbc84f2f417776a4bf7abbcc4e2,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
23d75976fdb1ca8fd0fed3e24df5ebed,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured,uncultured_Hyphomicrobium
23d8211d45d9bfa0d7df3f435c1217b0,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Gloeocapsaceae,Gleocapsa,uncultured_bacterium
23d8ebf34a7d6eff92ee864fddbd619f,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,unassigned
23d9f015c87a119f52eb1e0e10291fd2,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,unassigned
23dbefb92551c1b31c69c5b5820d4f38,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
23de26b905a26ca683024001f3474207,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania_filiformis
23dfa7f86836c2c119f95b3f8b7efae5,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,unassigned,unassigned
23dffae9314a2a44c1b5acd3ae026015,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,unassigned
23e3372939ab29c2a689656b4097d4d5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Ceramium_japonicum
23e433e8b8b2f96ed39a78e296fc5cf8,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,uncultured_bacterium
23e4ff6f454629b6d7c1edb2da739598,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,unassigned
23eca313252e076d0a03bec1eba1456a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured_bacterium
23ed2f4b3cf900574a72a4e8e0b843c6,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,unassigned
23edac34e0f92850886126f8e22982dc,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,metagenome
23eedd56e8a98ea0bfbf206a7a6777d5,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
23f43aad58958ef4b5e865b7d98d31b3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured_bacterium
